domain,ctr,count
trqRTvKJMNF8jOMoaMpENpn,0,12
trqRTJnRO628DqKbuKz,0,1
trqRTuFvBq5vFhNf5SqfNX,0,1
DFpctps8MufIXZFm5Spr-P,0,2
eDz-Be5Sg9Sh1m58uG,0,1
trqRTJzyPvTmFhMfwMpENpn,0,2
l1K-luuJMNj7gmdraKjWvpdh,0,1
l1Fjlpp0GxsyXZc4JKTIqxM_,0,2
eKFjG657G5sEXMNhJFnWNxup,0,1
trqRTvFoQqKrggmr5SqE,0,1
HhzYTudJ,0,1
eKC-ZApNguscFsf,0,18
3KFgQva0Pe27gspy,0,32
trqRTvNEgopYgqKbu-,0,15
trqRTupyXTK8wOmxwMpENKTVow,0,1
kK9rQxk0gqN7XsqouKpr-6B_oT1A,0,39
trqRTuxJgoc7gspy,0,2
5FFateToQqMYFdsf5SqfNX,0,1
kJMJquMmBQ1m1m58uG,0,1
trqRTuxJgZ1RXYu8vSsSqxMzmw,0,2
3STNeuc0X9mf1m54,0,1
trqRTuxoQqKrwg5rJspENpn,0,6
l1SSZDjRLpscFNK-eSkhGrE_oT1A,0,1
6hLRZF98GqN_jdd4wANYNxb_oT1A,0,2
51F-tyFoMNj7Xdd-JFT8-FTRmT2,0,9
tKKbTvTvg9FvjMz4uSFK,0,1
trqRTJn4L6Ls1m58uG,0,6
trqRTuN9jq591m58uG,0,11
kATUG6NxBou8g9Kbump0QxlAXyRiYd56,0,1
lFMrBuFEX5smgY1b5SqfNX,0,2
k1dvqxR0MINvaMC4uSFK,0,1
5dSXeubYBelykTKxaJ1Avp2_oT1A,0,2
trqRTJk7BNNvFhSSuAjWvpdh,0,74
511vty5oBZqv1m1oaF9rqxMzmw,0,2
trqRTv1vXZdYJsFWaFFWUeB_oT1A,0,11
eKK0e51og9l7gmd-vKT7-1T_-oa,0,1
31drTuMaXp9RFm9ruSjWvpdh,0,1
trqRTuSJMo5YgMKAUMpWUvj,0,1
lD1Jt6k0MqNxgMKE5SqfNX,0,3
3r1yledYdN1RFt,0,1
5F1RQS9IBI5fFh1xwdpENpn,0,2
kKc-lpT7QxscFsf,0,2
DSMgquMaBZq71Ym8UF5yvu2_oT1A,0,2
trqRTusmGTTxJOk4JKTI,0,2
DF1Se19UM9KS1m58uG,0,1
eKMbGpf0Bo1cjdm4JMpENpn_oTC,0,26
kFSgl5E0Q9KrXdf4aSxnb5MWbTjdao9ix1d69p5Qhq91_OdQx15tVv1ksqmQ34,0,1
trqRTvdEXqFRwqKbuKz,0,25
trqRTuTWBo1f1m58uG,0,44
trqRTvuJjqTf1mKYUV,0,2
kA1gquMRBTT71mN-vSlWvpdh,0,1
3K9aTupwQqsb1m58uG,0,42
kOLxTuxv,0,1
tK1xGK9bOed_aqKbuKz,0,6
l19rBuFvMNj7jsdywFpRqxMzmw,0,17
tYlYZAjIOvlfkTK-eSkWc5BnXykiYd56,0,1
trqRTumoG6l4DTKbuKz,0,10
DSMJqJ29PyCfDIl9eMp0Qxl_bqj2wIlHr1qZ,0,1
trqRTvNoMTxRw9KbuKz,0,1
trqRTuTNMTS_1m58uG,0,58
trqRTuSvG598FsFs5SqfNX,0,1
trqRTubRXvk7gsz,0,8
lDa-ZDzrOTm_1m58uG,0,2
trqRTu9vXT1vJY5SuAcWvpdh,0,26
trqRTv1oQqsyjMN8UF5YNKTRmT2,0,9
lD1gquSoMuscjgFru1qWqxMzmw,0,42
trqRTudNGq9IJsB4JKTI,0,6
trqRTJzrGoc7gsz,0,150
trqRTuFJM95IgMKiaMpENpn,0,1
DFpETuu0XTq41mKYUdpEN0,0,9
DF9blS9cQqK9jMB4JKn,0,4
3KFal19aBTN7gqKbuKz,0,1
erqvq5xoMNj7gM1ouScWvpdh,0,7
eKmgBedSQqR7gspy,0,7
trqRTuTygI1RwqKbuKz,0,4
eA1Sl5p0doTNkTKbuKzWvp2,0,1
lFFjl19aMN5oJsmEumpENpn,0,1
trqRTvNoQols1m58uG,0,1
tKMJQu5JMZ1YFmuov1T_UFTRmT2,0,1
3SKoteKJj5smwgTh5SqfNX,0,1
trqRTvMoMo1EjMz4JKn,0,3
kr1-QxFJMufs3ocs5SqW,0,27
DFpETu5RBZq-gqKbuKz,0,2
lFKXe580OvToXOBK5SqfNX,0,2
lACxZAKSgNz7XdmAv1MYqxMzmw,0,1
erdbexb0Bod01m58uMpEN0,0,244
D1xvq5pmgxsNXg5RU1TsNxuT0ojiYd56,0,1
trqRTvK7M9qfjM9mwSS_UFTRm7,0,42
tKKvBe5JMus_FgE4uF1svx5iM9FnSU,0,1
trqRTusygNKcX9Kbu-,0,2
trqRTuduMTKWXqKbu-,0,1
trqRTvpogqN9gMKE5SqfNX,0,2
2OkrCAL4dvjygML4JKTI,0,1
trqRTvKJMNxW1mKYUV,0,25
6YkrB6FwdN1RFt,0,5
trqRTuT7Bq5bXM1ovKjWvpdh,0,1
trqRTu1oG9N9gM9ovrMzNpTsbNdIFsu2uAS2,0,1
DF9blS9mBqMoaYc4uA5R,0,2
trqRTvKYGq5I1mKYUV,0,3
trqRTvN9Goc7jMK0uW,0,2
eAs-eun0MNq9,0,2
eSMJqvNNGqf7gmu85SqW,0,2
5K9rtpa0gqks1m58uMpEN0,0,2
trqRTvFoQqz8D9KruSuf,0,3
eSxEZxB0Q9Kr,0,1
eSMgqu1EMNj7jOMouSN6UJETM9FnSU,0,1
tMxyqy5bXQuYgqKbuKz,0,17
trqRTvpIQNc7gspy,0,3
l1FYl5p0MTN7XhmrcFjW-uTWYpd8SdC,0,1
trqRTuqrgNLyDQl4JKTI,0,1
kYfSZDzIOeLWDQ2heYBWGJ5Z0NdKEN1fx1L,0,1
trqRTvdYGITf1m58uG,0,4
trqRTJCrMQNmFssY5SqfNX,0,6
3K9SeD20QNTYjsB4JKTI,0,1
eKFjTvNNXQ5RwqKbuKz,0,1
3r1vBuFEX5shFhM-aF1Wc6a_oT1A,0,4
DFpETuMNM9s81m58uG,0,2
3JTSex1adN171msoaKFsNpKzM9FnSU,0,1
eSE-exuuX5scFsf4JKn,0,1
eSMJquM8X5smwZcK5SqfNX,0,7
5KFgquMSBqsbwdd4wsp0Qxl_bqj2wIlHr1qZ,0,1
e1FbquMNQqc7aMphJSSYNSTRmT2,0,1
trqRTuMygTT7X9KbuKz,0,99
trqRTvNNXqKNFhu45SqfNX,0,1
trqRTuNoM598wOMWwKFzoKTRmT2,0,1
3DMSTuM7MIqx1mmswJSrqxMzmw,0,2
e1F-tx1JMxsSjMM-aF1fqxMzmw,0,7
trqRTuxogI1hwMd45SqfNX,0,179
5F9-txSodvcyDM5SJMpENpn,0,223
eSMJqvNNGqf7gMK7UF9rqxMzmw,0,3
trqRTvKoQxs8ggmruSN7NeR_oT1A,0,14
trqRTJLSO6ayDokIeYlWNxup,0,20
trqRTuNoQQ1mjgmhJFnWNxup,0,12
51KEGp57dv2xjYdRJMpENpn_oTC,0,14
kFFgquMRX5fIDgmou1LWvpdh,0,2
eKMbGpf0QqdvFma4JKTI,0,8
HhfrZJzyP5ffDMd-5SqfNX,0,1
trqRTJarL627gsz,0,5
5SxJTu1ojQpNgqKbuKz,0,8
DFpETuFEMTKEF9KbuKz,0,10
lKFgqrC0GTqNXMdmuFSWqxMzmw,0,3
tS1vqps0GIuYgqKIUJdYNSTRoi,0,1
trqRTvuygZp9wNKbuKz,0,3
kK1-tyuJMNj7JMlK5SqfNFTRm7,0,1
trqRTJkrXNKv1m58uG,0,23
eSB-ex87Q9uo1m58uG,0,1
trqRTup0Bq9ogsNovS1E-5uiYpdTEH,0,1
5F1RQS8yOQm0adf4JKTI,0,5
trqRTuMvMNq4ggq8vSsyNxsKY9NAEYm6uKNC90,0,1
trqRTvMvBqMoFmusJFpRqxMzmw,0,5
D1mNl5prBIa7gsz4uF18Uv1zmqLiYd56,0,2
5K1gQxk0BqqcjdB4JKTI,0,1
3KKvQxFEXq5YgMz4U1Srbud6M9FnSU,0,3
trqRTJlrB9T7jsd45SqW,0,22
trqRTvdEgIqR1mKouFj,0,33
e1FEl658Qqsb1m58uG,0,2
3FK-B5a0Ped8jdphcJjWvpdh,0,1
trqRTudIL6af1m58uG,0,3
eS1gQudNdNuvFmuSJFSIUuT8M9FnSU,0,3
trqRTvuvMTxRwhTowKFzquM9bNdyFsu2x-,0,1
5rB-Gu1UMZc7gspy,0,367
trqRTv5YMNq91m58uG,0,1
k1xFteFvGpsfXM1yJJqKUvq9mTTIFsuH,0,1
tKMJGxpmMZpvJdMWa1BWvpdh,0,4
31xSTuNRQ9uYFmC4JKTIqxM_,0,7
3ApvGu57gxsUXMK-wJkWvpdh,0,1
tK9-ty1oQqsNgg5SwFpRqyMz0NuZFs5V7V,0,3
3K9SeD20g9FvFMMW5SqfNX,0,174
trqRTudJgo5hJdB4JKTI,0,3
3S1Fqyk0P6c8D9Kbu-,0,3
trqRTuNoQqK7gMz4UDa,0,130
eD1gqvNNMIl7jmm4U1EWvpdh,0,2
kA14lpsydNxYXM1rJF2Wvpdh,0,1
DFmbtS8RO9Ny1m58uG,0,1
3SdJq659G5scFsf,0,3
trqRTuNoGTK7Xs5SwMpfoxb,0,1
6OnETvdEG9KI1m58uG,0,2
trqRTuFJBqFRwMsYumpENpn,0,1
3Duuqyk0jqKIgmmoumpENpn,0,1
trqRTvNojqKIjOB4JKTI,0,4
trqRTu9oG9q4jMdEJFs9UvqIoud8SdC,0,1
trqRTv5rXq5o1m58uG,0,64
trqRTu1oQqsbFsz4JKTI,0,3
kAaYZDj9dN1RFt,0,1
trqRTuFJMy24Dh585SqfNX,0,1
DSMbquMrBqsb1m1EuspEN0,0,7
trqRTuFwOeC81mKYUV,0,1
trqRTvd9Q9171m58uG,0,1
trqRTuFyQQuYFYmru1SYNKTRmT2,0,1
trqRTum9XIuf1m58uG,0,60
5gz-ZDlRGTTYFdb4JKTI,0,1
kS90t5n0gZp9wNKbuKz,0,1
trqRTvdWjqN91m58uG,0,5
tKK-Qy5EdN17wOj4JKn,0,3
lKFgqvFoMNj7kQCIJKmYqxMzmw,0,1
trqRTudJMNSvFhuouScWvpdh,0,1
DFpETuT-BN5faTKbuKz,0,10
kK9rQxk0BTqUXMb4JKTIqxM_,0,4
lF9-t19NQqNbwMm4wJBWvpdh,0,2
trqRTvuEXQ5Rgg1s5SqfNX,0,1
trqRTuxEMo19Xg1xwFFEc1TIm9mn,0,1
5F1RQS9RjZuS1m58uG,0,6
trqRTuSRQINbJ9KbuKz,0,1
3r1gqudNQ5sbFga4JKn,0,1
trqRTv1oQNq9XO1rUSjWvpdh,0,1
trqRTu1cGNN8jdm4wspENpn,0,1
trqRTuxojT1SFhMm5SqfNX,0,2
trqRTuMJM9xRwMsr5SqfNX,0,1005
trqRTuNIjon7Fh1E,0,4
DFpETudvMNq91mpWwspEN0,0,1
DD1SqS9uQQTY1m58uG,0,387
6YLmVr2rOpffDMd-5SqfNX,0,1
lKFjlp50gqc7jTK-JFS8UFTRmT2,0,1
DFpETuduMTl7FmMs,0,1
5KFuqx9cOvnykTKbumpIvusyYq1KST1fx1L,0,1
trqRTvduOej81m58uG,0,8
5S5wl5dvdNN9jdpywMpENpn,0,6
trqRTvuyGqdvXhB4JKTI,0,1
DrdFQyB0Q9smwM1YaMpENpn,0,1
kSE-e59-XqSo1m58uG,0,4
6gz7Z19UQIFSFqKbu-,0,1
trqRTvTYBqKyXqKbuKz,0,2
5A1bB5p0GxsUgMmRwMpENpn,0,1
kA1vBuFEX5sUgMmbJFEWvpdh,0,8
trqRTJj9Oel41m58uG,0,81
kK9-txmEMNFrgM5ouspS-pTy0ZjiYd56,0,2
trqRTuTJM9dvFIcK5SqfNX,0,354
DD1SqS9rg5scFsz4uSFnUFT6Yi,0,1
tK1xTv1EGTThwdMK5SqfNX,0,2
5D1El5C0jqKIjhMKaFLWvpdh,0,1
kJTXQ6N9dNsowTKbu-,0,3
e1FuG5k4L6a41mF8uKMhoKTRm7,0,1
lDa-lxpEjqT71m58uG,0,342
eSMgquMNQqNcgMb4JF5YNxb_oT1A,0,3
trqRTuSoMNSfgMz4JKTI,0,33
DFpETJk7MqKsjMKE5SqfNX,0,10
erqNCAFYMeC7Xmp8wD1zqxM_,0,1
5K97t19rBqsbXdd8uSFnoKTRmT2,0,8
trqRTuT9jZa7gsz,0,171
trqRTvKoMoNYFYThUdpENpn,0,1
5KFgqyuJMNj7JMlK5SqfNFTRm7,0,1
5F1RQS8xOyl4DZ24JKTI,0,5
trqRTvTbjNK7XqK4wJB,0,1
trqRTuxoMNFhjMNhaMpWUvj,0,2
trqRTu1EjQNy1m58uG,0,1
Drz-lpT7QxscFsf,0,13
3K9RqF9WBTq7Jsd45SqfNX,0,1
trqRTvdNMIqmwMmba1SWvFTRmT2,0,1
trqRTuT9G9FsjTKbuKz,0,1
kYf0CDz7Ov24DZC9esnAQvx6m9phFsu2x-,0,1
eSMgquMrBQl7JMlK5SqfNFTRm7,0,2
eD1vexb0Q9KrjM5bJmpENpn,0,3
5dSgQ6KmG59YJdN8uSjKoKTsboqZYdLHr1qZ,0,5
DFpETu1vQqxrFsp45SqfNX,0,32
trqRTuTvgodhgsNruSLWvpdh,0,2
5A1blpk0Pea7gspy,0,13
er1je5uxBqT7admo5SqfNX,0,14
5FF-txTEdNqNwg5SaMpENpn,0,5
trqRTud0P62y1m5o,0,1
DFdateuojqc7gsz4uF18Uv1zmqLiYd56,0,1
trqRTu1xgQa7jMK0uW,0,8
DF9blrnSLpscFsf,0,26
er1-QxFoMNq_jdd4wsp0Qxl_EN1ZYs5DuKNC90,0,1
tr1xl5n0jTNIJsNo5SqfNX,0,12
trqRTudNModvjM9zJJEWvpdh,0,3
Dra-tppuMIl7gspy,0,1
kr1-q5u0GxsoXdM4wspEN0,0,1
trqRTuxYjQqoJNKbuKz,0,1
DMRrZuu-dN1RFt,0,5
trqRTvprMoF_1m54,0,2
trqRTvpoMqN7Xha4uSFK,0,1
trqRTJkyGQk7FmMs,0,1
trqRTu1UGoNf1m58uG,0,1
tApJquL0Bo5mag5S5SqfNX,0,39
tA1gqF9RjusUXMKmaF5YNKTRmT2,0,25
lFpaG5p0jNuRFmuEwdpEUFTRMNjiYd56,0,1
trqRTuMJMqqUFhcK5SqfNX,0,1
l1K-txNoQqsb1m1EuspEN0,0,1
3F90tej0Q9sbFs9m5ST_U_,0,22
6Yk0Vr2SPpffDMd-5SqfNX,0,1
kr1-QxFJMufs3d1hvspWUvj,0,1
trqRTJzSQ9uv1m58uG,0,2
tKKvluuJMxfI3ILI5Spr-P,0,1
trqRTv1wjZk7gspy,0,40
trqRTuMyQqsb1mKYUV,0,19
kKKJQuToMusSjMM-aF1fqxMzmw,0,8
trqRTvMoMN5bwg1h5SqH,0,1
kA1mG19NjusSXgq_5SqfNX,0,1
trqRTuNbQuscFsf4JKn,0,86
51K0t580PeCxFmdywMpENpn,0,11
trMUQvn0Q9f,0,16
trqRTuMEMTBrwYubuDF0qxMzmw,0,1
3ruYlK9-gNb7gspy5SqW,0,1
DFpETuF9MIq9Xdp8vmpENpn,0,3
519-tea0gI5RgsxfU11_qxMzmw,0,4
trqRTvdNGqs8jdbzthcWvpdh,0,1
trqRTu59GTTE1m58uG,0,1
HhlxVD28PpffDMd-5SqfNX,0,3
lFMgquBSO6as1YdAtmpENpn,0,1
trqRTuSvXNqSDY5suKq8ovuz0qN2Fsu2x-,0,1
trqRTu94Oeas1m58uG,0,75
trqRTvNEXe2y3TKbuKz,0,3
kAu4lpp0G9mIgMz4JKnWNu5f-o5nSMkHr1qZ,0,1
trqRTum9OvC4DNKbuKz,0,3
3AC-VDj0Q9Kr,0,13
3K1ElS9wjNdIFOM85SqW,0,2
trqRTu5WQQpE1m58uG,0,1
kSN-l5xvGTNv1mxouS9YNxu2Ypd8SdC,0,3230
trqRTvMvMvqI1m58uG,0,2
trqRTvM9Ovk7gspy,0,2
lA14lpsydoTNkTKbuKzWvp2,0,1
kA2-VDj0Q9Kr,0,15
kF9YGv5vjo1faYqmwDMA-STnbq1pFhuKrS5n8ppAmTS3,0,1
eK9EGK9IXqxo1Yq8uMpENpn,0,3
eF1-luuJMNdYFmuIaMpzN6ux0udnrsR,0,1
trqRTvFSXuscFU,0,1
31pbqxmRdQ1ogg1badKrNxmIm9ciYd56,0,1
eS9wG61vgIk7gsNruS1y-5Kroxd8SdC,0,3
DSMbquMrBqsb1md4arF8UFTRmT2,0,1
kS1-t59cdNC4gNKba1FINFTRm7,0,1
kFFoe5a0BpsUgMmRwMpENpn,0,1
l1F-tyuJMNF8jdd4vKmyqx57oNdfFsu2x-,0,6
trqRTvpoMomYgYMA5SqfNX,0,36
k1xjTv1cQoq81m58uG,0,1467
trqRTuTEM9SUgMn4JKl,0,1
3gz-GJL7Ops7Xgl,0,8
lJuXte1vMTR7gsz4uF18Uv1zmqLiYd56,0,1
trqRTu9Ejqq81m54,0,14
lFMJquMWBTKI1mN-vSlWvpdh,0,24
trqRTuqWBIa7FmMs,0,1
trqRTvdNQqscwqKbuKz,0,1
trqRTv1yG9TY1mKYUV,0,1
DFpETusxBqT7aMC4JKn,0,6
trqRTJayOenIDQ2h5SqfNX,0,8
5FK-exFEMNj7DQCftglWNxup,0,1
eFK-tp20QqdRwgl4JKTI,0,1
kKk-QekrOek7gspy,0,1
eKMbGpf0gImswMMKaF1fqxMzmw,0,7
trqRTuTUON9RXTKbu-,0,2
eSmUexNxdN171msoaKFsNpKzM9FnSU,0,1
tS1-BuFJMNj7wMK7vspENpn,0,1
trqRTvMEGTN7XsKrUMpENpn,0,8
eSMJqvNNGqf7aMphJSSYNSTRmT2,0,2
kFFgqxp0O5ffDQkA5SqfNX,0,2
tK1gexFvgus4wMmzwFnWvpdh,0,2
lKFgquMUQqf7kZjKtdpEN0,0,4
trqRTvTvQq57FhFYudpENpn,0,4
3JpJqudNdNTUFhMs5SqfNX,0,1
tSF-Cpk0Q9Kr,0,120
eF1-Qxs0G9b7go1-5SmEQAcKM9FnSU,0,1
eSMFGK89Pva91m54,0,6
DS9FtDn0M9SUgg5Y5Spr-P,0,1
kr1-q5u0GxsoXOMfa1EWvpdh,0,1
k1TgquNydN17,0,3
eKKvQpp0dNuoaMmK5SqfNX,0,1
3r1gquMWBTKI1mMWvKTzNKTRmT2,0,2
kA1gBpuJdNSvFMM4wspENpn,0,4
D1NXGeTbXQk7gspy,0,3
trqRTuxEGT1mjMKo5SqfNX,0,3
kS1Ul5pEdN17wOj4JKn,0,48
trqRTv1NGQ1mFspsaFpRUp5h-o5y0dbHr1qZ,0,1
tS1je58rOe27go1-5SmEQAcKM9FnSU,0,1
6Ol0TJ2xPufy3oC4eYlh,0,1
trqRTvTvGZpoJOTYvmpENKT6-i,0,3
eSMvluuJjNuIgMKE5SxyNyFIM9FnSU,0,1
DSxJGyC0Q9T4jqKbuKzWNvR,0,7
DDsmTuTNP5scFsf,0,1
kFF-e580QNFR1m54,0,2
eSu4TJnSOep0aNKbuKz,0,2
kJ1yt19RMIqhjqKbJW,0,1
kK1Xl19rBqdYFNKyJJCKGJc_oT1A,0,1
3F1vQx5uGQTYgMK9aF1WqxqrbNKIFsu2x-,0,1
eS2-Qy1EQ9E7gsK0uKfWvpdh,0,94
kFNJt190GQk,0,3
trqRTuTvgoTYFNKbuKz,0,7
eSMyleMJMNFhw9KbumpIvusyYq1KST1fx1L,0,1
trqRTvdJMNFyjgB4uSFK,0,56
erdgQF9xXo1RwqKbuKz,0,11
trqRTvdNBN501m58uG,0,13
trqRTvKoMNF-gMKmwJqxcu9I-ud8SdC,0,15
HhCEC18xLeL81m54,0,1
trqRTu5mGTNh1m58uG,0,26
3r1vB5p0GxscFm545SqfNX,0,1
trqRTvdNMIq0jgqSwFKrqxM_,0,1
DFmbtS9ag9571mKYUV,0,226
5F1RTJnrP6Bf1m58uG,0,1
erdbexb0Oep0JMxo5SqfNFTRm7,0,193
trqRTvTEg9KR1mKYUV,0,4
lFMgqxMEMNj7gsNruS19vuC_oT1A,0,34
3J14lpsydNqNwg5SaMpENpn,0,4
trqRTv1xGN1f1m58uG,0,1
kJ2-lvdIBIL7gspy,0,1
lDj-G61yGNz7gspy,0,91
trqRTuMJjekI3NKoaFT9U1T_-oa,0,1
3J10quuxXQdo1oMmtSBWNxup,0,3
trqRTvpog9dRFsR4JKTI,0,32
trqRTuFJBQuoFNKbuKzWvp2,0,7
tS1veuswGqN0jMKE5S9A-p5_-ZssEN1fx1L,0,1
trqRTuTvMN5Y1m5o,0,1
trqRTJ2rBZqSjMd45SqfNX,0,96
l1F-txmEX5sUgMmbJFEWvpdh,0,1
tKKvty5EdN9YJdd4wspENpn,0,1
eKFjTuMvgNq7jmmouSsyqxMzmw,0,3
kA1gl59JMufyDQkhespWUvj,0,1
trqRTJn8PI1mwQc4JKTI,0,1
eSKNqx80Q9sNXg5rwKnWvpdh,0,5
3r1vqpu0dNxYXM1rJF2Wvpdh,0,1
DFF4lpa0G9x_aQc4JKTI,0,1
DSMgqyuyGqS01m545SKYcpuKmTpnFsu2x-,0,1
3r1gquNyjqNxjMz4vKTAUea_mZMf,0,2
trqRTumRdNmsXMqs5SqfNX,0,12
erL-lpT7QxscFsf,0,11
DFKElx5xQNTSFTKoJS1WUKTRmT2,0,4
trqRTJkrMoNc1m58uG,0,2
3K9-txxJMusvgmd4wspENpn,0,7
eA2ETud0G9dv1m58uG,0,4
l1Fjl650dvls1m58uG,0,4
HKnytJKwGqMc3skst1lsQDEpXvbHwmETUOfkyDnqWTb3AMTl6muj2xxXVNMgOTSB5G,0,1
trqRTuxIQQqxgMmW5SqW,0,1
trqRTuxIgTxvagmovSBWvpdh,0,2
trqRTudJGTqNwqKbuKz,0,19
trqRTJC4Py2y1m58uG,0,12
trqRTup7G6c7gspy,0,2
lATNZD2xPeCy1mLWJmpxvABHg5d8SdC,0,1
trqRTuMygTNvFIc4JKTI,0,1
trqRTuFyQqsEXqKbuKz,0,2
5KC-qpuvBol7gspy,0,1
trqRTvdEGqsbFdmfadpENpn_oTC,0,1
trqRTudEGTqcXhMrw1jWvpdh,0,1
trqRTJk7G9qs1m54,0,4
trqRTuMEXqSE1m58uG,0,6
kFFgqy1JMusrag5swFF9qxMzmw,0,3
DF9Xl5R0OyLIkQC4uSFK,0,1
trqRTudrPvc7gspy,0,8
DFC-lpT7QxscFsf,0,23
trqRTvqoGTqRjYME5SqfNX,0,1
31xSTumJMNSvFmMzvspENpn,0,4
DruyGS9aM9KcF9K4wJBWvp2,0,12
3S9-tydodv2IDQc4JKTI,0,50
trqRTJC4OT5IamNY5SqfNX,0,5
lJMUQ6NIdNxYFmum5Spr-P,0,3
trqRTv1yBIl7gsz,0,119
trqRTJlIg9uI1m58uG,0,15
eSMgquMNQqc7Fdd8aKjWvpdh,0,8
lF5XexFvMNdYFoBfegbnqxM_M9TyEdmTx1dCNpmLs7,0,1
trqRTuSEXNqNXsdywJlWvpdh,0,1
5F9-txSodNuNjYL4uA5R,0,12
eSMbQAnRPekfkQjKlOChQJk_oTCiSmMn7rMC9uBPIqFD,0,1
trqRTuNoMNMc1m54,0,3
trqRTuTvgI5cFmMmUMpEN0,0,111
trqRTux4G9KN1m58uG,0,43
3K9RquSEQqk7gh5mumpWUvj,0,4173
trqRTvKEgo5vgm9YvKT7-1TzY9E,0,10
5Ok-q5uvgN171m58uG,0,83
trqRTu9oG9q4jMdmJFS9buTy0ZjiYd56,0,4
trqRTuTvBq5vjMNYcSmAo6a_oT1A,0,1
5DM4B6B0MNq9,0,1
tFFmTuMJMNFbX9KbuKz,0,1
trqRTv1EgZ1vXsB4JKTI,0,25
5KFUl5p0GxsbgMK7aMpENpn,0,1
3FK-Z197GQ1bgMm45Spr-P,0,2
trqRTvLrOyl7gspy,0,1
31drTvprdN1RFqKzcrMKqxTrmNc,0,1
trqRTuSaGomS1m54,0,114
trqRTuNRBqsb1mKYUV,0,2
lJFjVDj4PvLf3IqfaOEiQKTR-ud8FmaHr1qZ,0,1
trqRTvpYOe2s1m58uG,0,10
trqRTu50G9xYJscyvK96qxMzmw,0,5
3K9-txFyQ5scFYq_5SqW,0,1229
trqRTJnSOTuIwOk4JKTI,0,18
trqRTuq7Gqq-FsKsvKqfN5KyoZuhSdLHr1qZ,0,1
eA1Sl5p0dvaWkZl4JKn,0,3
trqRTup0GZdRjMl4wAl,0,1
lFMrGpa0g9uRwMSr5SqfNFTRm7,0,13
trqRTJk9PyjW3NKbuKz,0,1
trqRTu17Qq9vXmM_wJkWvpdh,0,3
trqRTup7Q9TNXqs0vSFrqumrmNN2Fsu2x-,0,1
trqRTuqrXZu91m58uG,0,57
trqRTupWjZNy1m58uG,0,45
lKFgquB9PQa7JgM9JFnWvpB,0,1
kSE-txp0BNc7gspy,0,1
5FK-exFJMNj7gsKbumpENpn,0,1
eKFjTudrX9C7gspy5SqW,0,36
5KF-exp0Gxs0FsLhlgkWvpdh,0,1
trqRTuuaGqz7gspy5SqW,0,2
trqRTvdJMTK71m58uG,0,5
trqRTupaXTNWjgqAUSS9N558-ud8ST1ORV,0,1
kKKblxp0OeC81m58uG,0,2
trqRTJ5IGTb7gspy,0,65
DD1SqS9aMoFoJhl4JKTI,0,6
eA2-lppEPe2hDqKbu-,0,1
3FK-BpuJMus8FhMAaMpEv_,0,1
eKmgB19-Qvly1mKYUV,0,60
trqRTumEXqSRwgdrJFnWvpdh,0,1
trqRTuNoMNFSjMKEvKmrova_oT1A,0,3
DFFaV19cMQj7gsz,0,2
3FKxl59cg9b7gspy,0,2
eJdrCAk0Q9Kr,0,1
eS1gtusEGpsvgmd4wspENpn,0,1
5KKxTvl7GQa7gspy,0,1
kFFgquMYGqf7gmdrJK1yqxMzmw,0,1
trqRTuNoQqsxwQc4JKTI,0,11
kYf0CAzyOyB73QdAUFp9cFTRmT2,0,1
trqRTup9gNL7FmMs,0,1
DSMJqe5RG5scFsf,0,26
trqRTuxJGI5swTK-aJR,0,2
trqRTuxvgI1oFYq8uKszqxMzmw,0,1
trqRTudNQqsbaMb4a15_vKTRmT2,0,1
trqRTvNNXqmYgMuY5SqfNFTRm7,0,575
kA1gquMmB5sUgMmfa1S0vuxf-ud8SdC,0,1
trqRTu17GQ18wgTyaJbWvpdh,0,3
trqRTuTJgNN7X9Kbu-,0,1
511FlupuGqfskTKbumpIvusyYq1KST1fx1L,0,1
tApgGu5mdN17wsMfUdpENpn,0,7
trqRTvdoQqsNjMd45SqfNX,0,1
3Ka-VAL4PvlI1m58uG,0,6
k1xwqS9-XTuhJsc4JKTI,0,2
D1xElpp0domYaMBIegBWvpdh,0,1
trqRTvdajTSb1m58uG,0,1
DFKNl51JMxsrjgTouScWvpdh,0,1
trqRTJC8PQj7gsz,0,1
5Fa-qxFrMZc7gspy,0,2
5F1RQS98Gq9WJTKbuKz,0,9
trqRTuFJMy24D9KbuKz,0,18
5r2oeuSJQ9SUXg1WcMp9cv56oTCiYd56,0,1
DdxRt5TYQQ19Xg1SuKKrqxM_,0,21
trqRTvNJBQmvjQbA5SqfNX,0,10
trqRTuxvgN1mgMKsJKS_vpKyM9FnSU,0,2
trqRTJkrO6kyDTKbuKz,0,8
3AMEQK8yG6MN1mKYUV,0,1
eS9wG6MJgNl7XO1rUSF_Upu_boN2Fsu2x-,0,7
trqRTvpIPuscFsf,0,38
3K9-tyKoMNj7JsphcFEWvpB,0,4
tA1gqF9NXqN_jdph5S5rNxFIo9qnFsu2x-,0,1
kD1-qpsaB9q41mKYUV,0,2
DSMbquMrBqsb1m5rUDEpqxMzmw,0,5
kJToqx1vMpsvgmd4wspENpn,0,4
trqRTuFvQNFy1m58uG,0,1
lD1Yl59cdNm8gsNruSLWvpdhM9Fi,0,1
trqRTuSoQqsbDIj95SqfNX,0,3
lKF-l59cdvaWkZl4JKn,0,1
